Iterations,input,output
304,(((s∧s)→q)(t→(t∧q)))⊢(s∨((s∧s)→q)),((→()(∧∧))(∧()(((→((∧s)((∧())))
305,(t(p∧(t∧s)))⊢(t∧(t∧s)),((∧∧))∧∧))((∧∧)(∧
306,(q(p∧q))⊢(q∧q),((∧∧))(()q((
307,((r∨s)(¬t))⊢((r∨s)∨r),((∨r)(∨))((∨∨))()∨))
308,((s∧t)(t→(q∧t)))⊢((s∧t)∧(q∨(s∧t))),((∧(t(∧∧)((∧()(((∧(t∧∧)(∧∧)
309,((p→p)q)⊢(q∨q),((∧∧))((∨))(∨∨)
310,((¬r)(t∧(r∧r)))⊢((¬r)→t),((∧)((∧))((∨)((())())
311,((p∧r)((q∨t)∧t))⊢((q∨t)∧t),((tt)(tt))((∨)(()t())))
312,((q→p)(p∧s))⊢((q→p)∧s),((∧∧))(∧))((∨s)()→)))
313,(((q→s)→q)((p→s)→s))⊢(((q→s)→q)∨t),((→→→→→→))(→∨→((→→(→→→)(→→(→→→)))
314,((s∨q)p)⊢((s∨q)→p),((→→))(())((∨))(∨))
315,((p∧q)(r→(p∧p)))⊢((r→(p∧p))∨t),((→()(p)))(p∨)(((p()))))
316,((¬s)(p∧(¬s)))⊢(p∧(¬s)),(¬∧)((∧))(∧¬)(¬¬))∧)
317,((¬t)((p∧s)→p))⊢(t∨(r∨(¬t))),((∨(((∨))((∨)((()((()))()
318,((q→(¬s))((t∧t)→p))⊢((q→(¬s))∨s),((∧()(∧))((∧)((())(()))()()))))
319,(p((s→t)∨q))⊢(s∨(p∨t)),((∨p))()))((∨))(∨∨)))
320,(((s→r)∧q)s)⊢(s∨t),((∧∧))(())((∨s)()
321,((s∧(q∨r))((t∧p)∧r))⊢(s∨(q∨r)),((∧()(r))(((∨)((()())))(
322,(p(s∨r))⊢((s∨r)∨p),((∨r))(p∨)((∨∨)(∨∨))
323,((t→q)t)⊢(t∨(t→q)),((t→))(t∨t((∨t)(t∨))
324,(s(r∧q))⊢((r∧q)→(s∨r)),((∧∧))(∧))((∨r)()∨)))
325,(s(r∧(p∨p)))⊢(s∨q),((∧∧))(())((∨))()
326,((p∨p)(p→q))⊢(q∨(p→q)),((∨∨))()))((∨))(∨∨))∨)
327,(((s∧t)∧q)r)⊢(r∨p),((∧∧))(())((∨))(
328,((r∧(¬q))(q∧p))⊢(t∨(q∧p)),((∧()(∧))((()((())())
329,(q(q∧(q→q)))⊢(q∧q),q(qqqqqqqqqqqq)qqq
330,((q→(s→q))(s→t))⊢((q→(s→q))∨s),((→→))→→))(→∨→((→→(→→q)))
331,((q∧s)(r∧s))⊢((r∧s)∧s),((∧∧))∧∧)∧s(∧s∧s∧
332,((p∨p)(¬p))⊢(p∨(¬p)),(pp)(p¬p)(p∨ppppp(p))
333,((t→s)(p∧q))⊢(q∨r),((∧∧))(())((∨))()
334,((t→t)(s→p))⊢((s→p)∧((s→p)∨r)),((→→)(p→))(→∨)(((→((∨))))
335,((q→s)(r∧p))⊢(s∨(r∧p)),((∧∧))(s))((∨))()∨))
336,((q∨p)((p∨s)∧s))⊢(r∨(q∨p)),((∨()(∨)))((∨)((∨∨))∨)))
337,((r∨t)((¬r)→q))⊢(((¬r)→q)∨t),((∨()(∨))((∨)((()((∨)))()
338,((s→r)s)⊢(t∨s),((∧∧))((∨)((∨)
339,(((s→t)∨q)p)⊢(p∨q),((→→))(t∨)((∨∨)(∨∨))
340,((r∧(s∨q))(q∨t))⊢((r∧(s∨q))∨q),((∨()(q))((q∨)((qq(q)))()
341,(p(r∧r))⊢(r∨r),r(rr)r(r∨r)(
342,(s(t∨(s∧r)))⊢(p∨(t∨(s∧r))),((∧()())))((∨)(((∨())))
343,(q(s∧(p→s)))⊢(q→(s∧(p→s))),((→∧))s∧))((ss)(s→()∧s))
344,(((q→t)∧t)q)⊢(r∨((q→t)∧t)),((tq))tq))((∨))(qq))∨)))
345,(pq)⊢(p→q),((∧∧))((∨∨)
346,(q(r→(¬s)))⊢(q∨(r→(¬s))),((∧()(q))((()((())())))
347,(((r∨s)→s)q)⊢(q∨p),((→→))(r))((∨∨)(∨))
348,((s∨p)t)⊢(t→(r∨t)),((→→))(t∨)((∨∨)(∨∨))
349,(t(q∧t))⊢(t∧q),((∧∧))((tt((
350,(t((r∨p)∧r))⊢t,((∧∧))((∨))()
351,((¬s)(t∨(p∧r)))⊢(s∨((¬s)∨r)),(¬∨)((∨))((∨)((()(())((())
352,((s∧(t→s))s)⊢((t→s)∨q),((→∧))(∧))((∨))((→)))
353,(r(p∧t))⊢((p∧t)∨q),((∧∧))(())((∨))(
354,(t(q∧(r∧t)))⊢(t∨(q∧(r∧t))),((∧∧)(∧)))((())()∧()))
355,((q→(t∧r))r)⊢(r∨q),((→q))(q))((∨q)(∨)
356,(q(q∨t))⊢(s∨q),((qq))((∨q)(∨)
357,(p((s∧t)→s))⊢(p∧(p∨q)),((∧∧))(p))((∨))()∨))
358,(s(s∧(¬s)))⊢(s∧(s∨s)),((∧∧)(∧∧)∧(s∧∧∧))∧
359,(p(p→s))⊢(r∨p),((pp))(p∨))(∨∨)
360,(p(r∧(p→q)))⊢r,((∧∧))((∨)(()
361,(p(r∨t))⊢(t∨(r∨t)),((∨∨))(∨∨)((∨∨)(∨∨))
362,((q∧r)t)⊢(s∨t),((∧∧))((∨)(()
363,(t(s→s))⊢((s→s)∨p),((→→))(())((∨→)())
364,(q(s∧t))⊢(r∨s),((∧∧))((∨)(()
365,((t∧s)t)⊢(p∨t),((∧∧))((∨)(()
366,((r→r)p)⊢((r→r)∨s),((→r))(r∨)((∨r)(∨∨))
367,(t((s∧q)→s))⊢(((s∧q)→s)∨p),((∧∧))∧∧))((∨))((→()∧)))
368,((q→s)q)⊢q,q(∧∧))((∨q)
369,(((r∨s)→t)(¬r))⊢((¬r)∨r),((∨r((∨))((∨)((()(())))
370,((p∨s)p)⊢(p→(p∨q)),((∨p))(p∨)((∨p)(∨∨))
371,((s∧p)(s∧(s∧p)))⊢(q∨(s∧p)),((∧∧)(∧∧))(sss)(s∧()))
372,(s((p→q)→r))⊢(s∧((p→q)→r)),((→→))(→))((∨→)((→))∨s))
373,(r(r→s))⊢(r∨q),((rr))((∨))(∨r)
374,(p(p∨p))⊢(s∨(p∨p)),pppp)p(ppp(ppp)pp∨p)
375,((¬p)((s→t)∧r))⊢(s∨(¬p)),((∧))(∧))((p)((())()))
376,(p((p∧t)→q))⊢(p→(p∨s)),((→p))(p))((∨))(∨∨)))
377,(t(r∧q))⊢((q∨t)∨q),((qq))(q))((∨q)(∨)
378,((¬r)s)⊢(s∨s),((∧∧))(())()
379,((s∨(t∨t))t)⊢((s∨(t∨t))→t),(ttt)(tt)t(ttt((tttt∨t))
380,(s((t→s)∧q))⊢(((t→s)∧q)∨t),((∧∧))∧∧))((∨))((→()))))
381,(((p∧s)∨q)((s∧p)∨q))⊢(((s∧p)∨q)∨r),((∨()()))((())((()(()))((())))))
382,((r→(r→s))((¬r)→s))⊢(((¬r)→s)∧((r→(r→s))∧((¬r)→s))),(rs(((r))(→r)((s()((((((((((r((((r)(r))((())r)(r)))(r))))∧))∧((p∧r))))))
383,((t∨s)((s∨r)→r))⊢(((s∨r)→r)∨r),(r→rr(r)))(r∨)((rr(r∨r)(∨r)
384,(t(p∨r))⊢((r∨(p∨r))∨t),((∨∨)((∨))(∨∨∨)(∨∨))∨)
385,(q((s∧s)→q))⊢(s∨((s∧s)→q)),((∧∧))∧∧))((ss)((→()∧s))
386,(((p∧p)∧s)p)⊢(r∨p),((pp)p(p))((pp)(
387,(((p∧r)∨q)s)⊢(s∨t),((∧∧))(())((∨))()
388,((p→(r∨s))p)⊢(p∨(p→(r∨s))),((∨p)(pp))(p∨)((∨p))∨p))
389,(((p∧p)∧s)p)⊢(q∨p),((∧∧))(p))((∨p)(
390,((t∧(s∨s))s)⊢(s∧(s∨s)),((∧∧))∧∧))((ss)(s∧))
391,((p∨(¬r))(r∧p))⊢((p∨(¬r))→(r∧p)),(¬∨(((∨))((∨)((∨)((()((()))))
392,(((q∨p)∨r)t)⊢t,((∨∨))((∨))(∨∨)
393,((t∧(t∨t))s)⊢(t∨s),((tt))(t))((∨t)()
394,(r(r∨(p∨t)))⊢(r∨q),((∨∨))(r∨)((∨∨)(∨∨))
395,((t→r)(q∧t))⊢((t→r)→(q∧t)),((→→))()))((∨))((→))∨)))
396,(p(r→(r∧p)))⊢(p∧(s∨p)),((pp))(p))((∨p)(pp))
397,((p∧q)(p∨q))⊢((p∨q)∧(p∨(p∨q))),((∨()(∨))((∨∨)((∨(((∨))()
398,(((t∧t)∧s)(r→t))⊢((t∧t)∨r),((∧()(t)))((∨))((t()))
399,(r(r→(q∨t)))⊢((p∨r)∨r),((∨∨))(r))((∨r)(∨∨))∨)
400,(r(t∨(t∨s)))⊢(t∨(t∨s)),((∨∨))(t))((∨))(∨∨)))
401,((r∨q)(s∨s))⊢((r∨q)∨t),((∨∨))(∨))((∨))(∨∨))∨)
402,(t((s∨q)∧p))⊢(s∨q),((∧∧))(())((∨))()
403,((s∨(t∨t))t)⊢(s∨(t∨t)),(t∨t)t(t)t((∨t)(t∨)))
404,((p→(r→r))q)⊢((p→(r→r))∧q),((→→))(→))((∨))(∨→))∨r))
405,((s∨q)((¬r)→s))⊢(((¬r)→s)∧(q∨((¬r)→s))),(rs(((r))((r)((∨))(()((((()()(())))))))
406,((r∨(p∧r))t)⊢((s∨t)∨r),((∨∨))()))((∨))(∨∨)))
407,((p∧t)(¬r))⊢((¬r)→t),((∧))(∧))(())(())(
408,((s∨q)q)⊢((p∨(s∨q))∨p),((∨∨))(∨))((∨))(∨∨)))
409,((¬s)(s∧q))⊢((s∧q)∧q),((∧∧)(∧∧)∧((∧∧∧)∧
410,(r((q∨q)→r))⊢(r∨q),((r∨))(r∨)((∨r)(∨∨))
411,(q(¬t))⊢(q→(¬t)),((∧))(∧t)(())q)
412,((s→q)(s∧t))⊢(r∨(s∧t)),((∧∧))(∧))((∨))()∧))
413,(((q→r)→q)s)⊢s,((→∧))((∨)((∨→)
414,((t→s)s)⊢(t∨s),((∧∧))((∨)((∨)
415,((q→p)(q∨r))⊢((q∨r)∧(s∨(q∨r))),((∨()(q)))(r∨)((∨∨()∨))(∨)
416,(((q∧s)→r)t)⊢(p∨t),((∧∧))(())((∨))()
417,((t∨t)((t→t)∧s))⊢(((t→t)∧s)∨s),(tttt(t)))(ttt((tt(ttt))
418,(r(p∨(r∧s)))⊢(q∨(p∨(r∧s))),((rr)(r)))((∨)((∨∨())))
419,((t∨(p∧p))r)⊢(s∨(t∨(p∧p))),((∨p)(pp))(p∨)((pp())p)
420,(((s→p)∧p)(p∧r))⊢(q∨(p∧r)),((∧()(s)))((∨))()s()))
421,((q∧(q∨p))(r∨(t→s)))⊢(r∨(t→s)),((→()(→)))((∨)((()((∨))))
422,(r(p∨(p→q)))⊢(p∨r),((∨∨))(p∨)((∨∨)(∨∨))
423,(p(r∧t))⊢((r∧t)∨s),((∧∧))(())((∨))(
424,(r(r∧(p∧p)))⊢(s∨(r∨t)),((∧r))(p))((∨))(∨∨))
425,((¬q)r)⊢r,((∧∧))(
426,(((q→t)∧q)t)⊢(((q→t)∧q)∧(q→t)),(q∧qq)qq))(qqq((qq(qtq))
427,(r(s→(p∨q)))⊢(r∨q),((→r))(r∨)((∨r)(∨∨))
428,(((p∨r)∧s)q)⊢(q∨r),((rr))(r))((∨r)(∨)
429,((t∧(q→s))((q∨r)∨t))⊢(t∧(q→s)),((→()(q)))((∨)((()()∨)))
430,((r→p)(r∧q))⊢(r∨(r→p)),((→r))(r))((∨r)(∨∨)))
431,((r∧t)(r→s))⊢(r∧t),((∧∧))(())((∨s)(
432,((q→(s∨s))q)⊢(r∨q),((→q))(q))((∨q)(∨))
433,(s((s∨r)→r))⊢(s∨q),((→r))(r))((∨r)(∨))
434,((r→(s→r))t)⊢(r→(s→r)),((→→))(→))((∨→)(∨→)))
435,(r((¬s)∨s))⊢(((¬s)∨s)∨r),((r)((r))((∨)((()(())))
436,(((t→t)∧t)s)⊢(s∧(s∨s)),((∧∧))∧∧))((∨))()∧))
437,(((s→r)∧q)s)⊢(s∨s),((∧∧))(())((∨s)()
438,((s∧(¬p))(p∧q))⊢((s∧(¬p))∨t),(¬∧)((∧))((s)(()))())((
439,((s∧(¬p))r)⊢(r∧s),((∧∧))∧()∧()∧)
440,(((r∧p)∨s)r)⊢(((r∧p)∨s)→r),((→r)(r)))((∨)((rr))∨)))
441,((t∧r)(p∨s))⊢(p∨s),((∧p))(p))((∨p)()
442,((q→p)s)⊢(q∨(q→p)),((→→))(())((∨→)(∨))
443,(q(s∨t))⊢((q→(s∨t))∨r),((→∨))()))((∨))(∨∨)))
444,(t(q∧t))⊢(t∨p),((∧∧))((∨t)()
445,((¬r)(t∧s))⊢((t∧s)∨q),((∧∧)(∧))(((())())
446,((r∨(p∧r))t)⊢((r∨(p∧r))∨r),((∨r)(r)))((∨)((∨∨))∨))
447,(q((q→t)∧r))⊢(q∧(q∨p)),((∧q))(q))((∨q)(q∨))
448,(((p∨r)∧s)q)⊢(p∨q),((∧∧))(())((∨∨)()
449,((p∨t)s)⊢((p∨t)→(t∨(p∨t))),((∨p)(tt))((∨)((∨∨))∨t))
450,((r→t)p)⊢(p→((r→t)∨s)),((→→))(→))((∨→)(∨∨)))
451,(((q∧p)∧s)s)⊢((q∨s)∨r),((∧∧))()))((∨))()∨))
452,(((t→t)∧s)q)⊢(s∨q),((∧∧))(())((∨q)()
453,(p(r∧(t∧q)))⊢(p→(q∨p)),((∧∧))()))((∨))(∨∨))
454,(r((t→p)∨s))⊢(r→(r∨p)),((→r))(r))((∨))(∨∨))∨)
455,(((r∨q)→t)r)⊢(r→(r∨r)),((→r))(r))((∨r)(∨∨))∨)
456,(p((¬q)∧t))⊢(p∨((¬q)∧t)),(¬∧)((∧))((∨)(())(())
457,(s(q∧q))⊢(p∨(q∧q)),((∧∧))(())((∨q)(
458,((s→(¬p))s)⊢((s∨s)∨q),((∧∧)(∧)))((∨))()∨))
459,(r(r∨(q∨s)))⊢(r∨t),((∨∨))(r∨)((∨∨)(∨∨))
460,((q→(t→r))(q∧p))⊢(s∨(q→(t→r))),((→()(→→))((∨)(((→((∨))))
461,(s((r→t)∨p))⊢(((r→t)∨p)∨t),((∨∨)(()))((∨)((∨∨))∨)))
462,((¬p)(t→r))⊢((p∨(¬p))∨p),(p∨))(pp)((∨p((p)(())))
463,((r→(r∧q))s)⊢(s∨s),((∧∧))(())((∨s)()
464,(r(p∨p))⊢(s∨r),((rr))(p∨))(∨∨)
465,((r→(q∧s))q)⊢(q→((r→(q∧s))∧q)),((→qq(q∧))(qqq((qq(q∧q))
466,(r(t→q))⊢(r→(r∨q)),((→→))(q∨)((∨r)(∨∨))
467,(t(s∨(t→s)))⊢(t∧(s∨t)),((∧t))(t))((∨t)(t∨)))
468,(((s∨r)∨p)(s∨t))⊢(((s∨r)∨p)∨r),((∨∨)(∨∨)((∨∨)((∨∨((∨))()∨))
469,(t(t→(t→t)))⊢(t→(t→(t→t))),ttt→tttttttttttttttttt))t
470,(s(t∧(r∧t)))⊢(s→(t∨s)),((∧∧))∧∧))((∨))()∧))
471,((p→(s∧p))(r→q))⊢((r→q)∨s),((→→))(→))((∨))(∨→))∨)))
472,((q∧(s∨t))(q→q))⊢((q∧(s∨t))→(q→q)),(q→(q(q)))(qq)((qq(qqq)((qq)q)))
473,((¬q)(q∧t))⊢((q∧t)∧((q∧t)∨s)),((∧q)(∧))((q)((q))(q)))
474,((s∨q)s)⊢(s∧(t∨s)),((∧∧))(())((∨))(
475,(s(p∨(t∨s)))⊢s,((∧∧))((∨)((∨)
476,((t∧s)r)⊢(r∧t),((∧∧))((∨)((
477,((r→p)(r∧q))⊢((r∧q)∨r),((rr))(r))((∨r)(r∨))
478,(s(s→s))⊢s,((∧∧))((∨→)
479,(((p∧r)∨s)t)⊢((t∨q)∨q),((∨∨))()))((∨))(∨∨)))
480,((p→q)t)⊢(t→(p∨t)),((→→))(t∨)((∨t)(∨∨))
481,(((p∨p)∧s)s)⊢(s→s),((∧∧))(())((∨s)()
482,((q→q)s)⊢(s∧(s∨s)),((∧∧))(())((∨s)()
483,((p∨t)(¬r))⊢((p∨t)∨s),((∨p)(∨p)((∨∨))(∨∨))
484,((t∨q)(t∨r))⊢(s∨(t∨q)),((∨∨))(t))((∨))(∨∨))∨)
485,(((s∨t)∧p)(p∧q))⊢((p∧q)∨q),((∧()(∧)))((∨)(())()))
486,((t∨q)s)⊢((t∨q)→s),((→→))(t))((∨))(∨))
487,((r→q)(r→t))⊢((r→q)→(r∨(r→q))),((→→r→→→))(→∨)((∨→((∨r))∨)
488,(q((p∨t)∧q))⊢(((p∨t)∧q)∨p),((∨()(t))(((∨)((∨∨())))
489,(r((s∨q)→s))⊢(r→((s∨q)→s)),((→→))(→))((∨))(∨→))∨)))
490,((t→(s∧q))(q∧(s→s)))⊢((t→(s∧q))→((t→(s∧q))→(q∧(s→s)))),(s→(s→→→))→→→)→→(→→(→→((∧→∧→∧∧(((→((→)(((∧()∧)))∧→((()∧s))))∧((→(s→→))))
491,((¬p)(s→p))⊢(r∨(q∨(¬p))),((∨))(∨))((∨)((()(())))
492,(((p∧r)→r)(r∨p))⊢(((p∧r)→r)→(((p∧r)→r)∨q)),(r→(r(r))((rr)((r)((rr)((r)(r))(∨r))r))))
493,(((p→q)∧t)t)⊢(p∨(p→q)),((→→))(t))((∨))(∨∨)))
494,(t(s∧s))⊢(t→s),((∧∧))((∨)(()
495,((q∨(r∨r))(t∧r))⊢(r∨(t∧r)),((∨r)(∨)))((∨)((∨∨))∨)))
496,(p(p∧r))⊢((p∧r)→((p∧r)∨s)),((sp)(pp))((∨))()p()))
497,((t∨p)r)⊢(t∨(t∨p)),((∨∨))(t∨)((∨∨)(∨∨))
498,((t→q)t)⊢(p∨(t→q)),((→→))(t∨)((∨t)(∨∨))
499,((s→q)(¬p))⊢(¬p),((∧))(∧p)(())()
500,(((q∨q)∨t)(s→t))⊢(s∨((q∨q)∨t)),(q∨()(∨)))(q∨)((∨q(q∨q)(∨))
501,(q(p∨r))⊢(q∧(q→(p∨r))),((∨r))()))((∨))(∨∨)))
502,(((q→t)∧r)p)⊢(p∨s),((∧∧))(())((∨))()
503,(((r∧r)→s)t)⊢(q∨t),((∧∧))(())((∨))()
504,(q(p∧p))⊢(r∨(p∧p)),((∧p))(p))((∨p)(
505,(s((¬r)∨r))⊢(q∨((¬r)∨r)),(¬∨r((∨))((∨)((r)(∨))()
506,((r∨(s→t))s)⊢(r∨s),((→→))(())((∨))(∨))
507,(s(r∧q))⊢(s→q),((∧∧))((∨)(()
508,((t∨q)s)⊢((t∨q)∧s),((∧∧))(())((∨q)()
509,(r(q∧t))⊢(t∨r),((∧∧))((∨))()
510,((r→r)(t∧s))⊢((r→r)∧s),((→∧))(∧))((∨s)(s→)))
511,(p(r∧(p→q)))⊢(p∧(r∧(p→q))),((→()(s)))((∨))((s()))
512,((s→r)(r∧q))⊢(r∨s),((r∧))(r))((∨r)()
513,(t(t∨q))⊢((t∨q)∨s),((∨∨))(t∨)((∨t)(∨∨))
514,((r→p)((s∧q)→p))⊢((s∧q)→p),((→s))s∧))((∨))((→))∨s))
515,((s∧p)((s∨t)→s))⊢((s∧p)→p),((→s)(s∧))((s))(ss())s))
516,(p(q→q))⊢(r∨(p∨t)),((∨∨))(t∨)((∨∨)(∨∨))
517,((r→(r∧p))q)⊢((r→(r∧p))∨r),((→r)(rr))((∨r)(rr))∨r))
518,((t∨t)q)⊢((t∨t)∨p),((∨∨)t(t∨t((∨t)(t∨))
519,((¬q)(q∧s))⊢(r∨(t∨(¬q))),(¬q)((q))((∨)((()(()))
520,((s∧q)(t∨q))⊢((s∧q)∨r),((∧q))(q))((∨q)(q∨))
521,(p((p→s)→s))⊢(((p→s)→s)→(p∨((p→s)→s))),(s→→p→s→))(→s→((→→((→s)(→→(→s→)(→→))→)))
522,((p∧s)((p∧t)∨t))⊢((p∧s)∨r),((∧p)(pp))((∨))()p()))
523,((s∨p)p)⊢(r∨p),((pp)p(p∨))(∨∨)
524,(((s∧p)∧p)s)⊢(s→(s∨s)),((∧∧))s∧))((ss)(ss))
525,(q((s→t)→q))⊢(q→(q∨q)),((→qq)(q))((qq)(qq))q)
526,((p∧(q→r))(¬p))⊢((r∨(¬p))∨r),((∨)((∨))((∨)((∨)((∨)((())
527,(((t→t)∧t)s)⊢(((t→t)∧t)∨s),(ttttttt)t(ttt)(tttttt))
528,((p∧p)p)⊢(q∨(p∧p)),((pp)p(p))((pp)(
529,((s∧q)(r∧s))⊢(s∨s),((∧∧))(())((∧s)(
530,((q∧q)(p∨r))⊢((q∧q)∨q),((qq)qqq)q((qq)(qq))
531,((p∧p)(¬p))⊢(s∨(p∧p)),(ppp)ppp)(ppppppppp)
532,((r→q)q)⊢((r→q)∨q),((qq))(q∨q((∨q)(q∨))
533,(r((¬t)→p))⊢(r∨r),((∨r))(r))((∨))(∨)
534,(p((p→t)∧s))⊢s,((∧∧))((∨)(()
535,(((t→q)∨p)q)⊢((t→q)∨p),((∨→))(t))((∨))(∨∨))∨)
536,((r∨s)p)⊢((r∨s)→((r∨s)∨s)),((→r)(r)))((∨)((r∨))∨r))
537,((q∨t)q)⊢((q∨t)∨r),((q∨))(q∨)((∨q)(∨∨))
538,(s(r∧s))⊢(s∨r),((∧∧))((∨)(()
539,(p(q→p))⊢(p∨q),((→∧))((∨))(∨∨)
540,((s∧p)p)⊢(p→(t∨p)),((pp)p(p))((∨p)()
541,(((t→q)∧t)s)⊢(r∨(((t→q)∧t)→s)),((→()(t)))((∨)(((→()∨)))
542,(q(t∨(q→r)))⊢(q∨q),((qq))(q∨q((∨q)(q∨))
543,(s(r∧p))⊢((t∨s)∨s),((∧∧))(())((∨))()
544,((q∧(s→t))(q∨t))⊢((q∧(s→t))∧(q∨t)),((∧(q(t)))(qq)((()(()))((()))))
545,(t((s→r)→p))⊢(q∨t),((→→))((∨)((∨→)(∨))
546,(((r→q)∨s)t)⊢((s∨t)∨q),((→∨))()))((∨))(∨∨)))
547,(q(p∧s))⊢q,((∧∧))(
548,(p(r∨t))⊢(q∨(r∨t)),((∨∨))(∨∨)((∨∨)(∨∨))
549,((t→s)t)⊢(t∧(s∨t)),((∧∧))(t))((∨t)()
550,(p(s→s))⊢(p∨(s→s)),((→→))(p))((∨→)())
551,(((q→q)∧q)(r∧p))⊢(q→q),((∧q))qq))((qq)(qq)))
552,((s∨(p∧p))(t→s))⊢((t→s)→(s∨(t→s))),((→()(→→))(→∨)(((→((→))((→))))))
553,((t∧(q∧p))(q∧(r∧t)))⊢(q∨(r∧t)),((∧()(∧))((q()(())()))))
554,((s∨(s∨t))t)⊢(r∨t),((∨∨))(t))((∨∨)(∨∨))
555,(((r∧r)∧s)p)⊢((r∧r)∧s),((∧∧))s∧))((ss)(
556,((q→(p→p))s)⊢(s→(s∨s)),((→→))(→))((∨→)(∨→)))
557,((t→t)p)⊢(p∨p),((pp))(p∨))(∨∨)
558,(r(q∧t))⊢(r→(r∨r)),((rr))(r))((∨r)(∨)
559,((t∨q)p)⊢(q∨p),((∨∨))((∨))(∨∨)
560,((r∨t)(r∧r))⊢((r∧r)∨r),((rr)rrr)r((rr)(r∨r)
561,(p(s∨(t∧q)))⊢(r∨p),((∧∧))(())((∨∨)()
562,((q∨r)(t→(s∧q)))⊢((q∨r)→((q∨r)→(t→(s∧q)))),(q→(q→q))((qq)((()(((q)((q)(q))((∨)))))))))
563,(((p→s)∨t)((p∨p)∧t))⊢(((p∨p)∧t)∨s),(p∨p)(p))((pp)((pp((pp)()p))p)))
564,((p∧p)r)⊢((p∧p)∧r),((∧∧)p(p))((pp)
565,((p∨(p→q))s)⊢(p∨(p∨(p→q))),((∨p)(()))((∨)((∨∨))∨)))
566,(q(p→p))⊢((p→p)∨p),((→p)p(p∨)((∨p)(∨∨))
567,(p(t∧s))⊢s,((∧∧))(
568,(((t→r)∨r)r)⊢(r∨(r∨q)),((∨∨)r(r))((∨r)(∨∨))∨)
569,(p(r∧(p→q)))⊢(p∧r),((∧∧))(())((∨s)(
570,(((s∧s)∨q)p)⊢(q∨(p∨p)),((∨p))()))((∨))(∨∨)))
571,(s(r∨s))⊢(t∨(r∨s)),((→r))(r))((∨∨)(∨))
572,(q(s∧(r∨p)))⊢(q→(s∧(r∨p))),((→()(()))((∨)(((∨()))))
573,((s∨t)(¬t))⊢((s∨t)∧(¬t)),((∧)((∧))((t)((()(()))
574,(s((q→s)→q))⊢(r∨s),((→→))(())((∨→)(∨))
575,(((s∧p)∨q)(s∨q))⊢(s∨(s∨q)),((→()())))((∨)(((∨()∨)))
576,(((s∧p)∧p)q)⊢(s∧p),((∧∧))∧())((∧∧)
577,(p(r→s))⊢(p∨p),((pp))(p∨))(∨∨)
578,((q∨q)r)⊢(r∨q),((qq))(q∨q)(∨∨)
579,(((p∨p)→s)p)⊢(p∧(p∨q)),((pp)p(p))((∨p)(pp)))
580,(p((s→r)∧s))⊢((s→r)∧s),((∧∧))s∧))((ss)(ss)))
581,(p(q∨q))⊢(p∨p),((∨∨))((∨))(∨∨)
582,((r→t)((t→t)∧q))⊢(((t→t)∧q)∨r),((→()(t)))((∨)(((t()∨)))
583,(((r∧q)→p)r)⊢(r→(q∨r)),((→r))(r))((∨r)(∨∨)))
584,((t∧(¬q))r)⊢((r∨s)∨t),((∧()(())(((∨))()∨))
585,((s→s)t)⊢(r∨(s→s)),((→→))(())((∨→)())
586,((s∨(p∨s))(q∧q))⊢((q∧q)→q),((∧q))q)))((qq((qq()))))
587,((r→q)t)⊢(t∧(p∨t)),((∧t))(t))((∨t)()
588,(s((q∧s)∧p))⊢(s∧p),((∧∧))∧()∧((∧∧)
589,(s(p→q))⊢((p∨s)∨p),((→p))(p))((∨∨)(∨))
590,((q∨q)s)⊢(s∧(p∨s)),((∧∧))(())((∨))(
591,((t∧(t→t))s)⊢((t→t)∨q),((ttt)tt)t((tt)(ttt))
592,(t(s∨(t∧p)))⊢(p∨t),((tp))(t))((∨t)()
593,(r(t∧(q∨r)))⊢((q∨r)∨p),((∨∨))(∨))((∨))(∨∨)))
594,(((q∧p)→p)r)⊢(p∨(r∨q)),((∨r))()))((∨))(∨∨)))
595,(p((p→t)∧s))⊢(p→t),((→p))(p))((∨p)()
596,((q→(p→p))s)⊢(s→(s∨r)),((→→))(→))((∨→)(∨→)))
597,(p((t∨p)→s))⊢(p∨(q∨p)),((∨p))(p))((∨))(∨∨)))
598,((s∧r)q)⊢((s∧r)∨r),((∧∧))(())((∨r)(
599,((t→r)t)⊢((t→r)∨t),((→→))(t∨)((∨∨)(∨∨))
600,(((t→t)∧t)s)⊢(s∨(r∨s)),((→∧))()))((∨))(∨∨)))
601,((t∧(q→s))((q∨r)∨t))⊢(q∨t),((∨q)(qq))((∨)((∨∨))∨)))
602,(t(t∧(t→r)))⊢t,((∧∧))((∨))()
603,((t∧r)(p∨s))⊢((p∨s)∨r),((∨p)((p))((∨))(∨∨)))
604,((q∧r)(p∨r))⊢((q∧r)∨t),((∨r))()))((∨))(∨∨))
605,((p→p)(q→t))⊢((q→t)→(r∨(q→t))),((→→)(→→))(→∨)((∨→((∨)))∨)
606,(r(t→(p→t)))⊢(r∧(s∨r)),((→→))()))((∨))(∨∨)))
607,((r∧p)(q∧p))⊢((q∧p)∧((r∧p)→(q∧p))),((∧()(∧))((s))((()(()))()
608,(((s∧q)→r)(¬s))⊢(¬s),((∧∧)(∧))(())(())
609,((t∨(p→r))p)⊢(s∨p),((∨p))(p∨)((∨p)(∨∨))
