Iterations,input,output
257,(((s∧r)→p)s)⊢(s∧(s∨t)),((s∧r)→p)s(s∨t)(s∧(s∨t))
258,(((r→t)∧r)s)⊢(r∨(r→t)),((r→t)∧r)s(r→t)(r∨(r→t))
259,(r(p∨s))⊢((p∨s)∨q),r(p∨s)(r∨∨)((p∨s)∨q)
260,(t(p∨s))⊢((p∨(p∨s))∨p),t(p∨s)(p∨(p∨s))((p∨(p∨s))∨p)
261,((t→(r∨s))(r→s))⊢((r→s)∨s),(t→(r∨s))(r→s)((r→sr∨s))((r→s)s)
262,(t(s∧q))⊢((t→(s∧q))∨s),t(s∧q)(t→(s∧q))((t→(s∧q))∨s)
263,((p∧(q∨t))s)⊢((p∧(q∨t))→p),(p∧(q∨t))sp((p∧(q∨t))→p)
264,(p(r→(¬q)))⊢(p∧(p∨s)),p(r→(¬q))(p∨s)(p∧(p∨s))
265,(p(r∨r))⊢((r∨r)∨t),p(r∨r)(p∨∨r((r∨r)∨t)
266,((q∧t)t)⊢((q∧t)→q),(q∧t)tq((q∧t)→q)
267,((¬q)s)⊢(p∨(¬q)),(¬q)s((¬q)qs)(p∨(¬q))
268,((r→(r→p))((t∧q)∨t))⊢(p∨(r→(r→p))),(r→(r→p))((t∧q)∨t)((r((r(p))∨))(p∨(r→(r→p)))
269,((s∨s)(¬r))⊢(((¬r)∨r)∨t),(s∨s)(¬r)((¬r)∨r)(((¬r)∨r)∨t)
270,((r∨t)(s→(t∨s)))⊢((s→(t∨s))∨r),(r∨t)(s→(t∨s))((∨∨t)∨s)((s→(t∨s))∨r)
271,((q∨s)(s∨t))⊢((s∨t)∧((q∨s)∧(s∨t))),(q∨s)(s∨t)((q∨s)∧(s∨t))((s∨t)∧((q∨s)∧(s∨t)))
272,((s∧(¬p))(p∧q))⊢((s∧(¬p))→s),(s∧(¬p))(p∧q)s((s∧(¬p))→s)
273,((s∧s)((t∧p)→s))⊢((s∧s)∧((s∧s)→((t∧p)→s))),(s∧s)((t∧p)→s)((s∧s)→((t∧p)→s))((s∧s)∧((s∧s)→((t∧p)→s)))
274,(q(s→t))⊢(s∨q),q(s→t)(q∨(s→t))(s∨q)
275,(s((t→s)∧q))⊢(s∨p),s((t→s)∧q)(s∨∨)(
276,((q→(¬s))((t∧t)→p))⊢((q→(¬s))∨q),(q→(¬s))((t∧t)→p)((q→(¬s))∨)))(q→((s))∨q)
277,((s∧(t∨s))(q→(t→p)))⊢(r∨(t∨s)),(s∧(t∨s))(q→(t→p))(t∨t)(r∨(t∨s))
278,((¬r)q)⊢(t∨q),(¬r)q((¬r)∧q)(t∨q)
279,((¬s)(p∨p))⊢(p∨(t∨(¬s))),(¬s)(p∨p)(t∨(¬s))(p∨(t∨(¬s)))
280,(((q→q)∧r)p)⊢(p→(r∨p)),((q→q)∧r)p(r∨p)(p→(r∨p))
281,((p→(r→r))q)⊢(s∨q),(p→(r→r))q((p→(r→r))→q)(s∨q)
282,((q→s)p)⊢(q∨(q→s)),(q→s)p((q→s)∧p)(q∨(q→s))
283,((r∧t)t)⊢(t∧t),(r∧t)tt(t∧t)
284,(r(s→s))⊢(s∨r),r(s→s)(r∨(s→s))(s∨r)
285,((p∨(¬r))p)⊢(p∨t),(p∨(¬r))p((p∨(¬r)))p)(p∨t)
286,((r→p)(t∨q))⊢(s∨(t∨q)),(r→p)(t∨q)((∨(p)∨))(s∨(t∨q))
287,((q∧q)(p∧t))⊢((p∧t)∧t),(q∧q)(p∧t)t((p∧t)∧t)
288,((¬t)q)⊢(r∨q),(¬t)q((¬t)∧q)(r∨q)
289,((p→q)(s→t))⊢(t∨(p→q)),(p→q)(s→t)((∨(q→∨))(t∨(p→q))
290,(((q→p)∨p)s)⊢(((q→p)∨p)∧s),((q→p)∨p)s(((q→p)∨p)∧s)
291,((p∨(r→s))(s∨(¬t)))⊢(t∨(s∨(¬t))),(p∨(r→s))(s∨(¬t))((p((r→s))))(t∨(s∨(¬t)))
292,((t∨s)q)⊢(p∨(t∨s)),(t∨s)q(q∨s)(p∨(t∨s))
293,(p((q→t)∧q))⊢(s∨p),p((q→t)∧q)((∨∨)(
294,((¬s)(¬p))⊢((¬s)→((¬s)∨q)),(¬s)(¬p)((¬s)∨q)((¬s)→((¬s)∨q))
295,((r∧r)p)⊢(p∨p),(r∧r)pr(p∨p)
296,((¬r)(p∨s))⊢(p∨(p∨s)),(¬r)(p∨s)((∨(p∨s))(p((p∨s))
297,(q(q→r))⊢(q∨q),q(q→r)(q∨(q→r))(q∨q)
298,(((p∧r)∨q)s)⊢(t∨((p∧r)∨q)),((p∧r)∨q)s(((p∧r)∨q)qs)(t∨((p∧r)∨q))
299,((s∨s)(¬t))⊢((s∨s)∨r),(s∨s)(¬t)((s∨s)∨))((s∨s)∨r)
300,((s→p)t)⊢((s→p)∨s),(s→p)t((s→p)→s)((s→p)∨s)
301,(s(p∧p))⊢((p∧p)∨q),s(p∧p)(sp(p∧p))((p∧p)∨q)
302,(((q∧s)→s)p)⊢(r∨p),((q∧s)→s)p(((q∧s)→s)∧p)(r∨p)
303,((r∧(s∨s))((p∧r)∧q))⊢(r∨q),(r∧(s∨s))((p∧r)∧q)q(r∨q)
304,((s→r)q)⊢((s→r)∨q),(s→r)q((s→r)∨q)((s→r)∨q)
305,((¬p)((s→t)∧r))⊢(((s→t)∧r)∧r),(¬p)((s→t)∧r)r(((s→t)∧r)∧r)
306,((¬t)(q∧s))⊢((¬t)∧s),(¬t)(q∧s)s((¬t)∧s)
307,(((s→t)∧s)((s∨q)→s))⊢((s→t)∨q),((s→t)∧s)((s∨q)→s)(s(s)((∧s))((s→s))((s→t)∨q)
308,((r∧(r→q))s)⊢(t∨s),(r∧(r→q))sr(∨∨))
309,((¬q)r)⊢(p∨(¬q)),(¬q)r((¬q)qr)(p∨(¬q))
310,(q((p∧r)∨q))⊢(q∨p),q((p∧r)∨q)(q∨((p∧r)∨q))(q∨p)
311,((s→p)p)⊢((s→p)∨r),(s→p)p((s→p)→p)((s→p)∨r)
312,(((p∧r)∨q)s)⊢(s∧(s∨t)),((p∧r)∨q)s(s∨t)(s∧(s∨t))
313,(((q∧t)∨r)r)⊢(t∨((q∧t)∨r)),((q∧t)∨r)r(((q∧t)∨r)rr)(t∨((q∧t)∨r))
314,((q∧r)(q∨(r∧p)))⊢((q∧r)→r),(q∧r)(q∨(r∧p))r((q∧r)→r)
315,(((p→p)∨t)s)⊢(((p→p)∨t)→s),((p→p)∨t)s(((p→p)∨t)→s)
316,(s(r∧(¬p)))⊢(s→r),s(r∧(¬p))r(s→r)
317,(r(t∧(p∨s)))⊢(r∧(t∧(p∨s))),r(t∧(p∨s))(r∧(t∧(p∨s)))
318,(p(p∨p))⊢((p∨p)∨t),p(p∨p)(p∨p)((p∨p)∨t)
319,(s(r∧(q∨r)))⊢(s→(s∨s)),s(r∧(q∨r))(s∨s)(s→(s∨s))
320,((p∧t)(p→q))⊢((p∧t)∧(p→q)),(p∧t)(p→q)((p∧t)∧(p→q))
321,((t∨s)(t∧s))⊢((t∨s)∨t),(t∨s)(t∧s)((t∨s)∨t)((t∨s)∨t)
322,(q(q∨(t∧t)))⊢(q∨s),q(q∨(t∧t))(q∨(q∨(t∧t)))(q∨s)
323,(s((q∧s)∧p))⊢((t∨s)∨r),s((q∧s)∧p)(t∨s)((t∨s)∨r)
324,(((t→t)∧q)(t→t))⊢(((t→t)∧q)∨p),((t→t)∧q)(t→t)(((ttt)()(((t→∧)
325,((t∧q)(t∨s))⊢((t∧q)∨s),(t∧q)(t∨s)((t∧q)∨))((t∧q)∨s)
326,((t∨(r∧q))q)⊢(q→(q∨q)),(t∨(r∧q))q(q∨q)(q→(q∨q))
327,((q∧(r∨p))(s∨q))⊢((r∨p)∨q),(q∧(r∨p))(s∨q)((∨∨qr∨q))(r∨p
328,((¬q)r)⊢(r∨t),(¬q)r((¬q)∧r)(r∨t)
329,(((t∧q)∨r)s)⊢(s→(s∨r)),((t∧q)∨r)s(s∨r)(s→(s∨r))
330,(s(p→p))⊢((p→p)∧(s∨(p→p))),s(p→p)(s∨(p→p))((p→p)∧(s∨(p→p)))
331,(((s∧s)∧p)r)⊢(r→(r∨r)),((s∧s)∧p)r(r∨r)(r→(r∨r))
332,(r(s→t))⊢(r∧(s→t)),r(s→t)(r∧(s→t))
333,(q(q∨(¬r)))⊢(s∨(q∨(¬r))),q(q∨(¬r))(q∨(q∨(¬r)))(s∨(q∨(¬r)))
334,((q∧(t∨p))(t∧(r→r)))⊢((r→r)∨p),(q∧(t∨p))(t∧(r→r))(r)r)((r→r)∨p)
335,((s→r)s)⊢(s∨t),(s→r)s((s→r)∧s)(s∨t)
336,((r∧q)t)⊢((r∧q)∨r),(r∧q)t((r∧q)∨r)((r∧q)∨r)
337,((r∧q)(q∨r))⊢(t∨(r∧q)),(r∧q)(q∨r)((∨(r)∨))(t∨(r∧q))
338,((t∧p)(¬t))⊢((¬t)∧((¬t)∨p)),(t∧p)(¬t)((¬t)∨p)((¬t)∧((¬t)∨p))
339,(p(p→q))⊢((p→q)∧(s∨p)),p(p→q)(s∨p)((p→q)∧(s∨p))
340,(((s∧p)∧q)p)⊢(((s∧p)∧q)→p),((s∧p)∧q)pq(((s∧p)∧q)→p)
341,((t∧(q→q))q)⊢(r∨q),(t∧(q→q))q((∨q))
342,(((r∨s)∨t)(p∨s))⊢((p∨s)∨q),((r∨s)∨t)(p∨s)(((r∨s)∨))∧(p∨s))((p∨s)∨)
343,((p∧(¬t))q)⊢p,(p∧(¬t))q((p∧(¬t))∧q)p
344,((r∧q)(¬t))⊢(r∨(r∧q)),(r∧q)(¬t)((r(rr∧))(r((rq))
345,((r→(q→s))q)⊢(q∨r),(r→(q→s))q((r→(q→s))→q)(q∨r)
346,((s→r)(¬r))⊢((s→r)∨p),(s→r)(¬r)((s→r)r))((→→r)∨p)
347,((p∧(¬t))p)⊢(p→(p∨r)),(p∧(¬t))p(p∨r)(p→(p∨r))
348,((s∧(¬t))(r→(s∨s)))⊢(q∨(¬t)),(s∧(¬t))(r→(s∨s))(¬t)(q∨)¬t))
349,((q∧r)(t∨r))⊢((t∨r)∨s),(q∧r)(t∨r)((t∨r)∨s)((t∨r)∨s)
350,((p∨p)(q∧r))⊢((t∨(q∧r))∨t),(p∨p)(q∧r)(t∨(q∧r))((t∨(q∧r))∨t)
351,((s∨t)(r∧s))⊢((s∨t)→s),(s∨t)(r∧s)s((s∨t)→s)
352,((r→(p∨p))p)⊢(p→(p∨p)),(r→(p∨p))p(p∨p)(p→(p∨p))
353,(((q→t)∨s)t)⊢(t∧(t∨q)),((q→t)∨s)t(t∨q)(t∧(t∨q))
354,((q∨q)(p∧t))⊢((p∧t)∧((p∧t)∨p)),(q∨q)(p∧t)((p∧t)∨p)((p∧t)∧((p∧t)∨p))
355,((p∧p)(q∧q))⊢((p∧p)∧q),(p∧p)(q∧q)q((p∧p)∧q)
356,((r∧t)q)⊢((r∧t)∧r),(r∧t)qr((r∧t)∧r)
357,((¬r)(t∨t))⊢(r∨(¬r)),(¬r)(t∨t)((∨r)∨))((r(¬rr))
358,(q((t∨s)→t))⊢(t∨q),q((t∨s)→t)(q∨((t∨s)→t))(t∨q)
359,((¬s)(p∧t))⊢((¬s)→((¬s)∧(p∧t))),(¬s)(p∧t)((¬s)∧(p∧t))((¬s)→((¬s)∧(p∧t)))
360,((p→r)(r∧p))⊢((r∧p)∨r),(p→r)(r∧p)((r→r)∨r)((r∧p)∨r)
361,((p∧p)s)⊢((p∧p)∧p),(p∧p)sp((p∧p)∧p)
362,((t→r)(q→r))⊢(t∨(t∨(q→r))),(t→r)(q→r)(t∨(q→r))(t∨(t∨(q→r)))
363,(p(q∧(s→s)))⊢(p∧(p∧(q∧(s→s)))),p(q∧(s→s))(p∧(q∧(s→s)))(p∧(p∧(q∧(s→s))))
364,(q(r→(p∧q)))⊢(q∧(q→(r→(p∧q)))),q(r→(p∧q))(q→(r→(p∧q)))(q∧(q→(r→(p∧q))))
365,(((q∧t)∨r)r)⊢(((q∧t)∨r)∨q),((q∧t)∨r)r(((q∧t)∨r)∨r)(((q∧t)∨r)∨q)
366,((r∨t)(¬r))⊢((r∨t)∨q),(r∨t)(¬r)((r∨t)∨))((r∨t)∨q)
367,((p∧t)(s∧t))⊢(r∨(p∧t)),(p∧t)(s∧t)((∨(t)t))(r∨(p∧t))
368,((t∧q)t)⊢t,(t∧q)t((t∧q)∧t)t
369,(((¬p)→q)q)⊢(r∨q),((¬p)→q)q(((¬p)→q))q)(r∨q)
370,(r(s∨(¬q)))⊢((s∨(¬q))→(r→(s∨(¬q)))),r(s∨(¬q))(r→(s∨(¬q∨))((s∨(¬q))→(r→(s∨(¬q))))
371,((¬q)(s→(r→t)))⊢(p∨(¬q)),(¬q)(s→(r→t))((¬q)q))(pr(¬q))
372,(q(p∨r))⊢((r∨q)∨q),q(p∨r)(q∨q)((r∨q)∨q)
373,((q∧t)((¬r)∧s))⊢((q∧t)→q),(q∧t)((¬r)∧s)q((q∧t)→q)
374,((t∨p)(¬p))⊢(s∨(t∨p)),(t∨p)(¬p)((∨(p∨p))(s((t∨p))
375,((t∨q)(r→t))⊢((t∨q)∨p),(t∨q)(r→t)((t∨q)∨))((t∨q)∨p)
376,((q∨t)((q∨s)∧r))⊢(s∨(q∨t)),(q∨t)((q∨s)∧r)((∨∨t∨∨))(s∨(∨t))
377,((s→p)(¬p))⊢(p∨(¬p)),(s→p)(¬p)((s(p)p)(pp((pp))
378,((q→p)(p∧s))⊢((p∧s)∨p),(q→p)(p∧s)((p→s)∨p)((p∧s)∨p)
379,((p∧p)s)⊢(p∨t),(p∧p)sp(p∨t)
380,(s(r∨q))⊢(p∨s),s(r∨q)(s∨(r∨q))(p∨s)
381,((t→s)s)⊢(r∨s),(t→s)s((t→s)∧s)(r∨s)
382,(s(s→s))⊢((s→s)∧((s→s)∨q)),s(s→s)((s→s)∨q)((s→s)∧((s→s)∨q))
383,((p∨(¬r))(r∧p))⊢(r∧p),(p∨(¬r))(r∧p)((p∨(¬r))∧(r∧p))(r∧p)
384,(s(r∨p))⊢((r∨p)∨t),s(r∨p)(s∨∨)((r∨p)∨t)
385,(((t→r)∧q)r)⊢(r→(t→r)),((t→r)∧q)r(t→r)(r→(t→r))
386,(q(t∨(q∧r)))⊢(q∨q),q(t∨(q∧r))(q∨(t∨(q∧r)))(q∨q)
387,(((q∧s)→s)p)⊢(p∨((q∧s)→s)),((q∧s)→s)p(((q∧s)→s)→p)(p∨((q∧s)→s))
388,(s(r→s))⊢(t∨s),s(r→s)(s∨(r→s))(t∨s)
389,(s(t→r))⊢((t→r)∧(r∨(t→r))),s(t→r)(r∨(t→r))((t→r)∧(r∨(t→r)))
390,(((p∧t)∨r)((p→t)∨p))⊢(((p→t)∨p)→(((p∧t)∨r)∧((p→t)∨p))),((p∧t)∨r)((p→t)∨p)(((p∧t)∨r)∧((p→t)∨p))(((p→t)∨p)→(((p∧t)∨r)∧((p→t)∨p))
391,((¬r)t)⊢(t∨r),(¬r)t((¬r)∧t)(t∨r)
392,((p∧r)(s∧q))⊢(s∨(p∧r)),(p∧r)(s∧q)((∨(p)r))(s∨(p∧r))
393,(((p∧s)∧t)(q→r))⊢((p∨(q→r))∨p),((p∧s)∧t)(q→r)(p∨(q→r))((p∨(q→r))∨p)
394,(((t∨t)∧s)(s∧p))⊢(p∨((t∨t)∧s)),((t∨t)∧s)(s∧p)((∨t((∨∨)(∧s))∧
395,((p→(t∧p))(s→r))⊢((s→r)∨t),(p→(t∧p))(s→r)((s→r)∨p))(s→rr∨t)
396,((r→(t∨p))s)⊢(s∧(r∨s)),(r→(t∨p))s(r∨s)(s∧(r∨s))
397,((p→s)(p∨t))⊢((p→s)∨s),(p→s)(p∨t)((p→s)∨))((p→s)∨s)
398,((s∨s)(p→s))⊢(s∨(s∨s)),(s∨s)(p→s)((s(s)s))(s∨(s∨s))
399,((¬r)((p∧q)∨t))⊢((t∨(¬r))∨q),(¬r)((p∧q)∨t)(t∨(¬r))((t∨(¬r))∨q)
400,(s(r∨p))⊢(q∨(s∧(r∨p))),s(r∨p)(s∧(r∨p))(q∨(s∧(r∨p)))
401,((t∧(p→p))(q∧q))⊢((t∧(p→p))∨q),(t∧(p→p))(q∧q)((∨∧∧(pp))(tq(
402,(r((r∨r)→r))⊢(p∨r),r((r∨r)→r)(r∨((r∨r)→r))(p∨r)
403,(sp)⊢(s∨t),sp(s∨t)
404,(s(p→(¬q)))⊢s,s(p→(¬q))(s∧(p→(¬q)))s
405,(r(r→(t∨r)))⊢(s∨r),r(r→(t∨r))(r∨(r→(t∨r)))(s∨r)
406,(((r∨q)∧t)q)⊢(q∨p),((r∨q)∧t)q((∨r)()
407,(p((p∨t)∨t))⊢((t∨p)∨s),p((p∨t)∨t)(t∨p)((t∨p)∨s)
408,((t∨s)q)⊢(q∨(t∨s)),(t∨s)q(q∨s)(q∨(t∨s))
409,(((t∧r)→q)(t∧p))⊢(((t∧r)→q)∨p),((t∧r)→q)(t∧p)(((t∧r)→))((t∧r))q)∨p)
410,((p∧s)(r→t))⊢s,(p∧s)(r→t)s
411,(r((s∧q)∧t))⊢(r→t),r((s∧q)∧t)t(r→t)
412,((s→t)(¬t))⊢(t∨(s→t)),(s→t)(¬t)((s→t→t))(t((s→t))
413,((¬s)((¬p)∧p))⊢((¬s)→((¬p)∧p)),(¬s)((¬p)∧p)((¬s))(s)→((pp)∧p
414,(((s→t)∨r)t)⊢(t∨q),((s→t)∨r)t(((s→t)∨r)∧t)(t∨q)
415,((¬r)(t∧(r∧r)))⊢((¬r)∨q),(¬r)(t∧(r∧r))((¬r)∨q)(r)
416,(p(t∧(s∧p)))⊢(p→(p∨t)),p(t∧(s∧p))(p∨t)(p→(p∨t))
417,(sq)⊢(s∨s),sq(s∨s)
418,(q(p→(¬r)))⊢(r∨q),q(p→(¬r))(q∨(p→(¬r)))(r∨q)
419,((p→r)r)⊢(p→r),(p→r)r((p→r)∧r)(p→r)
420,((q→s)t)⊢(q→s),(q→s)t((q→s)∧t)(q→s)
421,((p∧t)s)⊢((p∧t)∨r),(p∧t)s((p∧t)∧s)((p∧t)∨r)
422,((¬r)t)⊢(r∨t),(¬r)t((∨r)∧t)(r∨t)
423,((p∧q)(r→(p∧p)))⊢(q∨(p∧q)),(p∧q)(r→(p∧p))((∨((∧q)))
424,(t(t∧s))⊢(t→(t∨s)),t(t∧s)(t∨s)(t→(t∨s))
425,((s∨q)s)⊢s,(s∨q)s((s∨q)∧s)s
426,(r((r∧t)∨s))⊢(r∨q),r((r∧t)∨s)(r∨((r∧t)∨s))(r∨q)
427,(((q→s)∨p)p)⊢(p∨s),((q→s)∨p)p(((q→s)∨p)∧p)(p∨s)
428,(s((s∨r)→q))⊢(s→(s∨t)),s((s∨r)→q)(s∨t)(s→(s∨t))
429,(s(s→p))⊢(q∨(s→p)),s(s→p)(s∨(s→p))(q∨(s→p))
430,((t∧(s∧r))(q∨q))⊢((t∧(s∧r))→(q∨q)),(t∧(s∧r))(q∨q)(s∨r)((t∧(s∧r))→(q∨q))
431,((t∨(s→s))s)⊢((q∨s)∨q),(t∨(s→s))s(q∨s)((q∨s)∨q)
432,(p((¬q)∧t))⊢((¬q)∧t),p((¬q)∧t)(p∧((¬q)∧t))((¬q)∧t)
433,(s(p→(¬q)))⊢((p→(¬q))∨t),s(p→(¬q))(s∨(p→(¬q)))((p→(¬q))∨t)
434,(t(t→t))⊢((t∨p)∨s),t(t→t)(t∨p)((t∨p)∨s)
435,(((t→t)∧s)q)⊢(q∨s),((t→t)∧s)q((∨∨)(s)
436,((t∨s)((t∨p)→t))⊢((t∨s)∨p),(t∨s)((t∨p)→t)((t∨s)∨()(∨p)→t∨p)
437,(q(r∨q))⊢(q∨p),q(r∨q)(q∨(r∨q))(q∨p)
438,(p((p∧s)∨t))⊢(p∧(p∨q)),p((p∧s)∨t)(p∨q)(p∧(p∨q))
439,(((r∧t)∨s)(r∧q))⊢(q∨(r∧q)),((r∧t)∨s)(r∧q)((∨r(rqq))r)
440,(p(r∧(p→q)))⊢(p∧(p→q)),p(r∧(p→q))(p→q)(p∧(p→q))p∧(p→
441,(q(s∧q))⊢((s∧q)→q),q(s∧q)q((s∧q)→q)
442,((r→p)r)⊢((r→p)∨s),(r→p)r((r→p)∨r)((r→p)∨s)
443,(s(r∧p))⊢(q∨(r∧p)),s(r∧p)(s∨(r∧p))(q∨(r∧p))
444,((t∨r)(p∨s))⊢(t∨r),(t∨r)(p∨s)((t∨r)∧(p∨s))(t∨r)
445,(t(p∧(p∨p)))⊢((p∨t)∨s),t(p∧(p∨p))(p∨t)((p∨t)∨s)
446,(((q→q)∧q)(r∧p))⊢((r∧p)∧r),((q→q)∧q)(r∧p)r((r∧p)∧r)
447,(s(s→s))⊢(s∧(p∨s)),s(s→s)(p∨s)(s∧(p∨s))
448,((t∧(p→p))(q∧q))⊢((p→p)∨s),(t∧(p→p))(q∧q)((→p)((p))(p→
449,(q(t∨q))⊢((t∨q)∧((t∨q)∨t)),q(t∨q)((t∨q)∨t)((t∨q)∧((t∨q)∨t))
450,(q(r∧r))⊢((r∧r)∨q),q(r∧r)(qr(r∧r))((r∧r)∨q)
451,((p∧(t∧s))(s∧q))⊢((p∧(t∧s))→(t∧s)),(p∧(t∧s))(s∧q)(t∧s)((p∧(t∧s))→(t∧s))
452,((¬s)(r→(r∧t)))⊢(s∨(¬s)),(¬s)(r→(r∧t))((∨s)s))(s∨(¬s))
453,(r(q∨q))⊢r,r(q∨q)(r∧(q∨q))r
454,(q(q∨(t∧t)))⊢((q∨s)∨s),q(q∨(t∧t))(q∨s)((q∨s)∨s)
455,((t∨q)p)⊢(p∨(p∨t)),(t∨q)p(p∨t)(p∨(p∨t))
456,(((q∧r)→q)s)⊢(((q∧r)→q)∧s),((q∧r)→q)s(((q∧r)→q)∧s)
457,(p(q→p))⊢(((q→p)∨p)∨q),p(q→p)((q→p)∨p)(((q→p)∨p)∨q)
458,((p→(s∨s))((q→s)∨r))⊢((q→s)∨r),(p→(s∨s))((q→s)∨r)((p→(s∨s))∧((q→s)∨r))((q→s)∨r)
459,((q∧t)(p∨(r→t)))⊢((p∨(r→t))∨r),(q∧t)(p∨(r→t))((∨(((r))()p∨(r→t))r)
460,((¬s)(s∨(r∧q)))⊢((¬s)∨t),(¬s)(s∨(r∧q))((¬s)∨()((rs))))
461,(((r∧s)→q)(¬r))⊢((¬r)∨q),((r∧s)→q)(¬r)(((r)∨)→()¬(¬r))¬)
462,((q∧t)(p∨(r→t)))⊢(r∨(q∧t)),(q∧t)(p∨(r→t))((r(tq∧t))
463,(((p∨t)→s)(s→(q→r)))⊢(r∨(s→(q→r))),((p∨t)→s)(s→(q→r))(((→∨→)→))∨))(r∨(s→(q→r)))
464,((s∨p)p)⊢((s∨p)∨r),(s∨p)p((sp)((s∨p)∨r)
465,((s→r)t)⊢((q∨t)∨r),(s→r)t(q∨t)((q∨t)∨r)
466,((p∨r)p)⊢(r∨(p∨r)),(p∨r)p(p∨r)(r∨(p∨r))
467,(p((s→s)→s))⊢(p∨s),p((s→s)→s)(p∨((s→s)→s))(p∨s)
468,(((¬p)→p)(q→s))⊢(((¬p)→p)∨s),((¬p)→p)(q→s)(((¬p)→p)∨()→((¬p)→pp)sp
469,(r((r∨p)→p))⊢(s∨r),r((r∨p)→p)(r∨((r∨p)→p))(s∨r)
470,((p∧r)t)⊢(q∨p),(p∧r)tr(q∨p)
471,(s(s→t))⊢((s→t)∧(q∨(s→t))),s(s→t)(q∨(s→t))((s→t)∧(q∨(s→t)))
472,(s((r→t)∨p))⊢(s∨q),s((r→t)∨p)(s∨((r→t)∨p))(s∨q)
473,((q→(t∧r))r)⊢(p∨r),(q→(t∧r))r((q→(t∧r))→r)(p∨r)
474,((s∧(¬t))(r→(s∨s)))⊢(s∨(s∧(¬t))),(s∧(¬t))(r→(s∨s))((∨((s∨)))))∨s¬
475,(r(q→r))⊢((q→r)∨p),r(q→r)(r∨(q→r))((q→r)∨p)
476,(t(p∨t))⊢(q∨(p∨t)),t(p∨t)(t∨()(t∨(p∨t))
477,((q→(p∨q))r)⊢(r∧(t∨r)),(q→(p∨q))r(t∨r)(r∧(t∨r))
478,(s((q→s)→q))⊢(s∧(s∨t)),s((q→s)→q)(s∨t)(s∧(s∨t))
479,(s(q∨q))⊢(t∨s),s(q∨q)(s∨(q∨q))(t∨s)
480,(((p∧q)∨r)r)⊢(((p∧q)∨r)∧(((p∧q)∨r)∧r)),((p∧q)∨r)r(((p∧q)∨r)∧r)(((p∧q)∨r)∧(((p∧q)∨r)∧r))
481,(s(s∧(t→r)))⊢(s→(t→r)),s(s∧(t→r))(t→r)(s→(t→r))
482,((s→(q∧q))((q∧t)∧t))⊢(p∨(q∧t)),(s→(q∧q))((q∧t)∧t)(q∧t)(p∨(q∧t))
483,((s∧q)r)⊢(s∨(p∨r)),(s∧q)r(p∨r)(s∨(p∨r))
484,((r→(r∧r))t)⊢(t∧((r→(r∧r))∧t)),(r→(r∧r))t((r→(r∧r))∧t)(t∧((r→(r∧r))∧t))
485,((¬t)p)⊢((¬t)∧((¬t)∨t)),(¬t)p((¬t)∨t)((¬t)∧((¬t)∨t))
486,(((p∨s)∨q)s)⊢(t∨s),((p∨s)∨q)s(((p∨s)∨q)∧s)(t∨s)
487,((s∨r)r)⊢(p∨(s∨r)),(s∨r)r(r∨r)(p∨(s∨r))
488,((¬s)(r∧(r∧s)))⊢(¬s),(¬s)(r∧(r∧s))((¬s)∧(r∧(r∧s)))(¬s)
489,((¬q)(¬r))⊢((¬q)→((¬q)→(¬r))),(¬q)(¬r)((¬q)→(¬r))((¬))→(((q)→)¬r)))
490,(((t∧s)→q)r)⊢(p∨r),((t∧s)→q)r(((t∧s)→q)∧r)(p∨r)
491,(r(¬p))⊢(r∨r),r(¬p)(r∨r)p))(r∨r)
492,((t→r)(q→r))⊢(q→r),(t→r)(q→r)((t→r)∧(q→r))(q→r)
493,((p∨(¬p))q)⊢(p∨q),(p∨(¬p))q((p∨(¬p)))q)(p∨q)
494,((q→s)(q∧(p→q)))⊢(s∨(p→q)),(q→s)(q∧(p→q))((∨→)→s∨)p→
495,((q→r)q)⊢((q→r)∨t),(q→r)q((q→r)∨q)((q→r)∨t)
496,((s∧r)(r→(s∧t)))⊢(q∨(r→(s∧t))),(s∧r)(r→(s∧t))((∨(rr(s∧()∨)r→(s∧)))
497,(t((¬r)→p))⊢(s∨(t∨t)),t((¬r)→p)(t∨t)(s∨(t∨t))
498,(s(¬p))⊢(s∨p),s(¬p)(s∨p)p))(sp)
499,(((¬q)∨s)p)⊢(p∨t),((¬q)∨s)p(((¬q)∨s))p)(p∨t)
500,((p∨p)p)⊢((p∨p)∧((p∨p)→p)),(p∨p)p((p∨p)→p)((p∨p)∧((p∨p)→p))
501,((p∨t)(p∧r))⊢((p∧r)∨s),(p∨t)(p∧r)((p∧r)∨s)((p∧r)∨s)
502,(((¬p)→p)(q→s))⊢(((¬p)→p)∧(q→s)),((¬p)→p)(q→s)(((¬p)→p)∧→q→s))
503,(q((s∧s)→q))⊢(((s∧s)→q)∨p),q((s∧s)→q)(q∨((s∧s)→q))(((s∧s)→q)∨p)
504,(q(r∧t))⊢(p∨q),q(r∧t)r(p∨q)
505,(r((r∨p)→p))⊢(((r∨p)→p)∧(r→((r∨p)→p))),r((r∨p)→p)(r→((r∨p)→p))(((r∨p)→p)∧(r→((r∨p)→p)))
506,(r(r∧s))⊢(r∨q),r(r∧s)r(r∨q)
507,((s∨r)(s∧p))⊢((s∧p)→p),(s∨r)(s∧p)p((s∧p)→p)
508,(r(¬r))⊢(r→(¬r)),r(¬r)(r→(¬r))
